t,delta,EmergR
975.58,0.00437702745663027,-4.17159990821784
975.6,0.0043825923314519,-4.14646425533828
975.62,0.00438813677208581,-4.12089772171435
975.64,0.00439366075024826,-4.09491528394029
975.66,0.00439916423774114,-4.06853229590362
975.68,0.00440464720645441,-4.04176446623617
975.7,0.00441010962836575,-4.0146278351351
975.72,0.0044155514755398,-3.98713875059314
975.74,0.00442097272013052,-3.95931384408637
975.76,0.0044263733343803,-3.93117000576128
975.78,0.00443175329062115,-3.90272435917553
975.8,0.00443711256127446,-3.87399423562945
975.82,0.00444245111885188,-3.8449971481497
975.84,0.00444776893595517,-3.81575076516229
975.86,0.00445306598527756,-3.78627288391259
975.88,0.00445834223960289,-3.75658140367886
975.9,0.00446359767180712,-3.72669429883198
975.92,0.00446883225485858,-3.69662959178968
975.94,0.00447404596181748,-3.66640532591878
975.96,0.00447923876583706,-3.63603953843566
975.98,0.00448441064016385,-3.60555023335234
976,0.00448956155813837,-3.57495535452697
976.02,0.0044946914931946,-3.54427275886153
976.04,0.00449980041886128,-3.51352018969955
976.06,0.00450488830876235,-3.482715250477
976.08,0.00450995513661599,-3.45187537866942
976.1,0.00451500087623651,-3.42101782009061
976.12,0.00452002550153393,-3.39015960358464
976.14,0.00452502898651483,-3.35931751616364
976.16,0.00453001130528239,-3.32850807863265
976.18,0.00453497243203665,-3.29774752175363
976.2,0.00453991234107496,-3.26705176298447
976.22,0.00454483100679279,-3.23643638384328
976.24,0.00454972840368356,-3.20591660793472
976.26,0.00455460450633903,-3.17550727968295
976.28,0.00455945928944982,-3.14522284380773
976.3,0.00456429272780612,-3.11507732558111
976.32,0.00456910479629742,-3.08508431190475
976.34,0.00457389546991262,-3.05525693323628
976.36,0.00457866472374156,-3.02560784640303
976.38,0.0045834125329744,-2.99614921833137
976.4,0.00458813887290191,-2.96689271072325
976.42,0.00459284371891634,-2.93784946570382
976.44,0.00459752704651171,-2.90903009247047
976.46,0.00460218883128367,-2.88044465496446
976.48,0.00460682904893061,-2.8521026605856
976.5,0.00461144767525276,-2.8240130499732
976.52,0.00461604468615385,-2.79618418786861
976.54,0.00462062005764069,-2.76862385507627
976.56,0.00462517376582348,-2.74133924153442
976.58,0.00462970578691639,-2.71433694050954
976.6,0.00463421609723801,-2.68762294392529
976.62,0.00463870467321081,-2.66120263882518
976.64,0.00464317149136299,-2.63508080498404
976.66,0.00464761652832712,-2.609261613665
976.68,0.00465203976084129,-2.58374862752062
976.7,0.00465644116574999,-2.55854480164562
976.72,0.00466082072000311,-2.5336524857649
976.74,0.00466517840065722,-2.509073427563
976.76,0.00466951418487524,-2.48480877713534
976.78,0.00467382804992728,-2.46085909256358
976.8,0.00467811997319054,-2.43722434658856
976.82,0.00468238993215019,-2.41390393437954
976.84,0.00468663790439832,-2.39089668237344
976.86,0.00469086386763563,-2.36820085817192
976.88,0.0046950677996717,-2.34581418146986
976.9,0.00469924967842408,-2.32373383599921
976.92,0.00470340948191958,-2.30195648245838
976.94,0.00470754718829415,-2.28047827240381
976.96,0.00471166277579334,-2.25929486307445
976.98,0.00471575622277243,-2.23840143311946
977,0.00471982750769676,-2.2177926991987
977.02,0.00472387660914205,-2.1974629334201
977.04,0.00472790350579426,-2.17740598158391
977.06,0.00473190817645061,-2.15761528219239
977.08,0.00473589060001956,-2.13808388619048
977.1,0.00473985075552027,-2.11880447739902
977.12,0.00474378862208406,-2.09976939359661
977.14,0.0047477041789542,-2.08097064821262
977.16,0.00475159740548577,-2.06239995258915
977.18,0.00475546828114637,-2.04404873876247
977.2,0.00475931678551619,-2.02590818272667
977.22,0.00476314289828815,-2.00796922813051
977.24,0.00476694659926896,-1.99022261036129
977.26,0.00477072786837768,-1.97265888096981
977.28,0.00477448668564788,-1.95526843238854
977.3,0.00477822303122644,-1.93804152289564
977.32,0.00478193688537431,-1.92096830177551
977.34,0.00478562822846691,-1.90403883462994
977.36,0.00478929704099433,-1.88724312878566
977.38,0.00479294330356099,-1.8705711587544
977.4,0.00479656699688677,-1.85401289169563
977.42,0.00480016810180618,-1.83755831282971
977.44,0.00480374659926982,-1.82119745075779
977.46,0.00480730247034336,-1.80492040263247
977.48,0.00481083569620868,-1.78871735914161
977.5,0.00481434625816358,-1.77257862924597
977.52,0.00481783413762229,-1.75649466463175
977.54,0.00482129931611531,-1.74045608382758
977.56,0.00482474177528959,-1.7244536959406
977.58,0.00482816149690946,-1.70847852396688
977.6,0.00483155846285644,-1.69252182763172
977.62,0.00483493265512888,-1.67657512571473
977.64,0.00483828405584287,-1.66063021782089
977.66,0.00484161264723241,-1.64467920555259
977.68,0.00484491841164885,-1.62871451304588
977.7,0.00484820133156205,-1.61272890682698
977.72,0.00485146138955987,-1.59671551496029
977.74,0.00485469856834888,-1.58066784544121
977.76,0.00485791285075389,-1.5645798038079
977.78,0.00486110421971917,-1.54844570993401
977.8,0.00486427265830734,-1.53226031397334
977.82,0.00486741814970056,-1.51601881142397
977.84,0.00487054067720007,-1.49971685728734
977.86,0.00487364022422667,-1.48335057929214
977.88,0.00487671677432093,-1.46691659016173
977.9,0.00487977031114349,-1.45041199890012
977.92,0.00488280081847485,-1.43383442107618
977.94,0.00488580828021532,-1.41718198808852
977.96,0.00488879268038648,-1.40045335539337
977.98,0.0048917540031294,-1.38364770967604
978,0.00489469223270626,-1.36676477496437
978.02,0.00489760735350001,-1.34980481766141
978.04,0.00490049935001496,-1.33276865049276
978.06,0.00490336820687604,-1.31565763536538
978.08,0.00490621390882952,-1.29847368512847
978.1,0.00490903644074332,-1.28121926423589
978.12,0.0049118357876068,-1.2638973883079
978.14,0.00491461193453088,-1.24651162259945
978.16,0.00491736486674862,-1.22906607936833
978.18,0.00492009456961488,-1.21156541416114
978.2,0.00492280102860687,-1.19401482101538
978.22,0.00492548422932366,-1.17642002659006
978.24,0.00492814415748684,-1.15878728324292
978.26,0.00493078079894068,-1.14112336105753
978.28,0.00493339413965217,-1.12343553884378
978.3,0.0049359841657107,-1.10573159412706
978.32,0.0049385508633289,-1.08801979214758
978.34,0.00494109421884223,-1.07030887388682
978.36,0.00494361421870919,-1.05260804314978
978.38,0.00494611084951196,-1.03492695272595
978.4,0.00494858409795562,-1.0172756896541
978.42,0.00495103395086885,-0.999664759623634
978.44,0.00495346039520392,-0.982105070537232
978.46,0.00495586341803704,-0.964607915272835
978.48,0.0049582430065676,-0.94718495367108
978.5,0.00496059914812001,-0.929848193788589
978.52,0.00496293183014154,-0.912609972450666
978.54,0.00496524104020419,-0.895482935139802
978.56,0.00496752676600381,-0.878480015260814
978.58,0.00496978899536099,-0.861614412819733
978.6,0.00497202771622035,-0.844899572558279
978.62,0.00497424291665122,-0.828349161586394
978.64,0.00497643458484759,-0.811977046553057
978.66,0.00497860270912756,-0.795797270401386
978.68,0.00498074727793464,-0.779824028750411
978.7,0.00498286827983697,-0.764071645948085
978.72,0.00498496570352766,-0.748554550843418
978.74,0.00498703953782467,-0.733287252317863
978.76,0.0049890897716707,-0.718284314631343
978.78,0.00499111639413446,-0.703560332619018
978.8,0.00499311939440922,-0.689129906792691
978.82,0.00499509876181398,-0.675007618392199
978.84,0.00499705448579291,-0.661208004431263
978.86,0.00499898655591539,-0.647745532788489
978.88,0.00500089496187652,-0.634634577384652
978.9,0.00500277969349731,-0.621889393501381
978.92,0.00500464074072383,-0.609524093277429
978.94,0.00500647809362815,-0.597552621435711
978.96,0.00500829174240813,-0.585988731283898
978.98,0.00501008167738725,-0.574845961031707
979,0.00501184788901493,-0.564137610472366
979.02,0.00501359036786672,-0.553876718068061
979.04,0.00501530910464372,-0.54407603848429
979.06,0.0050170040901733,-0.534748020615476
979.08,0.0050186753154093,-0.525904786137113
979.1,0.00502032277143079,-0.517558108633196
979.12,0.00502194644944361,-0.509719393326666
979.14,0.00502354634077948,-0.502399657459438
979.16,0.0050251224368966,-0.49560951135399
979.18,0.00502667472937942,-0.489359140189274
979.2,0.0050282032099385,-0.483658286527242
979.22,0.00502970787041092,-0.478516233623764
979.24,0.00503118870276011,-0.473941789545985
979.26,0.00503264569907566,-0.469943272137015
979.28,0.00503407885157391,-0.466528494842303
979.3,0.00503548815259773,-0.463704753433292
979.32,0.00503687359461593,-0.461478813647032
979.34,0.0050382351702245,-0.459856899765651
979.36,0.00503957287214538,-0.45884468415314
979.38,0.00504088669322738,-0.458447277771443
979.4,0.00504217662644561,-0.458669221692229
979.42,0.00504344266490212,-0.45951447961343
979.44,0.00504468480182555,-0.460986431402908
979.46,0.00504590303057072,-0.46308786766767
979.48,0.00504709734461928,-0.465820985372015
979.5,0.0050482677375795,-0.469187384498069
979.52,0.00504941420318621,-0.47318806576074
979.54,0.00505053673530112,-0.477823429380018
979.56,0.00505163532791247,-0.483093274908454
979.58,0.00505270997513506,-0.488996802115308
979.6,0.0050537606712101,-0.495532612922757
979.62,0.00505478741050576,-0.502698714390132
979.64,0.00505579018751673,-0.510492522738175
979.66,0.00505676899686466,-0.518910868406453
979.68,0.00505772383329699,-0.527950002130427
979.7,0.00505865469168832,-0.537605602026641
979.72,0.00505956156704016,-0.547872781672022
979.74,0.00506044445447995,-0.558746099160579
979.76,0.00506130334926202,-0.570219567117812
979.78,0.00506213824676712,-0.582286663654514
979.8,0.00506294914250279,-0.594940344238652
979.82,0.00506373603210267,-0.608173054458381
979.84,0.00506449891132727,-0.621976743654456
979.86,0.0050652377760636,-0.636342879397567
979.88,0.00506595262232448,-0.651262462773255
979.9,0.00506664344624981,-0.66672604445613
979.92,0.00506731024410605,-0.682723741533464
979.94,0.00506795301228524,-0.699245255050971
979.96,0.00506857174730604,-0.716279888243422
979.98,0.00506916644581373,-0.73381656541821
980,0.00506973710457971,-0.751843851453525
980.02,0.00507028372050133,-0.77034997187444
980.04,0.00507080629060249,-0.789322833467577
980.06,0.005071304812033,-0.808750045399347
980.08,0.00507177928206889,-0.828618940791606
980.1,0.00507222969811222,-0.848916598716367
980.12,0.00507265605769102,-0.869629866571532
980.14,0.00507305835845952,-0.890745382788815
980.16,0.00507343659819731,-0.912249599834644
980.18,0.00507379077481061,-0.934128807464167
980.2,0.00507412088633087,-0.956369156173655
980.22,0.00507442693091566,-0.978956680821422
980.24,0.00507470890684824,-1.00187732436279
980.26,0.00507496681253722,-1.02511696165776
980.28,0.00507520064651718,-1.04866142330773
980.3,0.00507541040744819,-1.07249651947676
980.32,0.00507559609411554,-1.0966080636507
980.34,0.00507575770543025,-1.12098189629391
980.36,0.00507589524042875,-1.14560390835673
980.38,0.00507600869827231,-1.17046006458985
980.4,0.005076098078248,-1.19553642662483
980.42,0.00507616337976756,-1.22081917577811
980.44,0.00507620460236817,-1.2462946355319
980.46,0.00507622174571219,-1.27194929365795
980.48,0.00507621480958647,-1.29776982393714
980.5,0.00507618379390295,-1.32374310743965
980.52,0.00507612869869848,-1.34985625332313
980.54,0.00507604952413444,-1.37609661911326
980.56,0.00507594627049688,-1.40245183043209
980.58,0.00507581893819659,-1.42890980012984
980.6,0.00507566752776911,-1.45545874679749
980.62,0.00507549203987361,-1.48208721261759
980.64,0.00507529247529397,-1.50878408052319
980.66,0.00507506883493848,-1.53553859063859
980.68,0.00507482111983956,-1.56234035596517
980.7,0.00507454933115362,-1.58917937729314
980.72,0.00507425347016075,-1.61604605730175
980.74,0.00507393353826551,-1.64293121383707
980.76,0.00507358953699583,-1.6698260923292
980.78,0.00507322146800338,-1.69672237733913
980.8,0.00507282933306348,-1.72361220320969
980.82,0.00507241313407509,-1.75048816380139
980.84,0.00507197287306041,-1.77734332130113
980.86,0.00507150855216514,-1.8041712140851
980.88,0.0050710201736579,-1.8309658636243
980.9,0.00507050773993077,-1.85772178042103
980.92,0.00506997125349815,-1.88443396896806
980.94,0.00506941071699818,-1.91109793172165
980.96,0.00506882613319144,-1.93770967208359
980.98,0.00506821750496115,-1.96426569638783
981,0.00506758483531317,-1.99076301488973
981.02,0.0050669281273757,-2.01719914176014
981.04,0.00506624738439948,-2.04357209407856
981.06,0.00506554260975703,-2.06988038984164
981.08,0.00506481380694378,-2.09612304497936
981.1,0.00506406097957645,-2.12229956939287
981.12,0.00506328413139433,-2.14840996202444
981.14,0.00506248326625805,-2.17445470496454
981.16,0.00506165838814966,-2.20043475661264
981.18,0.00506080950117327,-2.22635154390591
981.2,0.00505993660955432,-2.25220695363068
981.22,0.00505903971763904,-2.27800332283186
981.24,0.00505811882989524,-2.30374342834655
981.26,0.00505717395091181,-2.32943047547439
981.28,0.00505620508539848,-2.3550680858113
981.3,0.00505521223818564,-2.38066028427292
981.32,0.00505419541422445,-2.40621148532429
981.34,0.00505315461858661,-2.43172647845329
981.36,0.00505208985646438,-2.45721041290932
981.38,0.00505100113316987,-2.48266878173401
981.4,0.00504988845413541,-2.50810740512347
981.42,0.00504875182491357,-2.53353241314616
981.44,0.00504759125117665,-2.55895022785017
981.46,0.00504640673871679,-2.58436754479629
981.48,0.00504519829344528,-2.60979131405126
981.5,0.00504396592139328,-2.63522872067385
981.52,0.00504270962871116,-2.66068716473377
981.54,0.0050414294216682,-2.68617424089962
981.56,0.00504012530665297,-2.71169771763096
981.58,0.00503879729017279,-2.7372655160203
981.6,0.00503744537885354,-2.76288568831345
981.62,0.00503606957944002,-2.78856639615948
981.64,0.00503466989879501,-2.8143158886217
981.66,0.00503324634389996,-2.84014247999157
981.68,0.00503179892185438,-2.86605452745304
981.7,0.00503032763987555,-2.89206040862611
981.72,0.00502883250529831,-2.91816849903898
981.74,0.00502731352557588,-2.94438714957123
981.76,0.00502577070827852,-2.97072466389781
981.78,0.00502420406109385,-2.99718927598848
981.8,0.00502261359182699,-3.02378912769252
981.82,0.00502099930839951,-3.05053224645289
981.84,0.00501936121885011,-3.0774265231904
981.86,0.00501769933133457,-3.10447969039644
981.88,0.00501601365412491,-3.13169930047032
981.9,0.00501430419560937,-3.1590927043457
981.92,0.00501257096429238,-3.18666703043681
981.94,0.00501081396879504,-3.21442916394503
981.96,0.00500903321785363,-3.24238572656336
981.98,0.0050072287203206,-3.27054305660984
982,0.00500540048516378,-3.29890718962596
982.02,0.00500354852146632,-3.32748383947773
982.04,0.00500167283842646,-3.35627837998382
982.06,0.00499977344535793,-3.38529582710729
982.08,0.00499785035168889,-3.41454082174151
982.1,0.00499590356696245,-3.44401761311537
982.12,0.00499393310083642,-3.47373004284818
982.14,0.00499193896308234,-3.50368152968259
982.16,0.00498992116358627,-3.53387505491414
982.18,0.00498787971234831,-3.56431314854698
982.2,0.00498581461948253,-3.59499787619748
982.22,0.00498372589521599,-3.62593082676241
982.24,0.00498161354989013,-3.65711310087594
982.26,0.00497947759395868,-3.68854530017132
982.28,0.00497731803798916,-3.72022751736171
982.3,0.00497513489266192,-3.75215932715683
982.32,0.00497292816876951,-3.78433977803111
982.34,0.0049706978772176,-3.81676738484744
982.36,0.00496844402902403,-3.84944012235517
982.38,0.00496616663531875,-3.88235541956538
982.4,0.00496386570734353,-3.91551015500936
982.42,0.00496154125645209,-3.94890065289027
982.44,0.00495919329410978,-3.98252268012573
982.46,0.00495682183189334,-4.0163714442885
982.48,0.0049544268814905,-4.05044159243928
982.5,0.00495200845470032,-4.08472721085737
982.52,0.00494956656343256,-4.11922182565711
982.54,0.00494710121970735,-4.15391840429629
982.56,0.00494461243565571,-4.18880935795882
982.58,0.00494210022351861,-4.22388654481304
982.6,0.00493956459564726,-4.25914127413079
982.62,0.00493700556450245,-4.29456431125853
982.64,0.00493442314265468,-4.33014588342768
982.66,0.004931817342784,-4.36587568638921
982.68,0.00492918817767963,-4.40174289185997
982.7,0.00492653566023993,-4.43773615576096
982.72,0.00492385980347179,-4.47384362723066
982.74,0.00492116062049103,-4.51005295839691
982.76,0.00491843812452173,-4.54635131487963
982.78,0.00491569232889641,-4.58272538701191
982.8,0.00491292324705541,-4.61916140174767
982.82,0.00491013089254694,-4.65564513524204
982.84,0.00490731527902688,-4.69216192606384
982.86,0.00490447642025837,-4.7286966890332
982.88,0.00490161433011189,-4.76523392964221
982.9,0.00489872902256475,-4.80175775903732
982.92,0.00489582051170099,-4.83825190953325
982.94,0.00489288881171139,-4.87469975063086
982.96,0.0048899339368929,-4.9110843055036
982.98,0.00488695590164861,-4.94738826792945
983,0.00488395472048794,-4.98359401962976
983.02,0.00488093040802524,-5.01968364798681
983.04,0.00487788297898096,-5.055638964107
983.06,0.00487481244818048,-5.09144152119696
983.08,0.00487171883055452,-5.12707263321924
983.1,0.00486860214113857,-5.16251339379387
983.12,0.00486546239507239,-5.19774469531456
983.14,0.00486229960760036,-5.23274724824322
983.16,0.00485911379407091,-5.26750160054933
983.18,0.00485590496993702,-5.30198815726514
983.2,0.00485267315075458,-5.3361872001164
983.22,0.00484941835218337,-5.37007890719878
983.24,0.00484614058998674,-5.40364337267008
983.26,0.0048428398800306,-5.43686062641845
983.28,0.00483951623828386,-5.46971065368098
983.3,0.00483616968081818,-5.50217341457645
983.32,0.00483280022380745,-5.5342288635206
983.34,0.00482940788352779,-5.5658569684981
983.36,0.0048259926763573,-5.59703773015394
983.38,0.00482255461877584,-5.62775120068051
983.4,0.00481909372736459,-5.65797750246633
983.42,0.00481561001880614,-5.68769684648279
983.44,0.0048121035098838,-5.71688955038021
983.46,0.00480857421748188,-5.74553605626258
983.48,0.00480502215858523,-5.77361694812436
983.5,0.00480144735027918,-5.80111296891582
983.52,0.00479784980974892,-5.82800503721863
983.54,0.0047942295542794,-5.85427426350677
983.56,0.00479058660125545,-5.87990196597578
983.58,0.00478692096816154,-5.90486968591249
983.6,0.00478323267258105,-5.92915920259352
983.62,0.00477952173219579,-5.95275254769224
983.64,0.00477578816478684,-5.97563201917555
983.66,0.00477203198823353,-5.99778019467788
983.68,0.00476825322051376,-6.01917994433891
983.7,0.00476445187970252,-6.03981444308802
983.72,0.00476062798397355,-6.05966718236987
983.74,0.00475678155159749,-6.07872198129678
983.76,0.00475291260094245,-6.0969629972215
983.78,0.0047490211504734,-6.11437473572197
983.8,0.00474510721875249,-6.13094205999317
983.82,0.00474117082443771,-6.14665019964015
983.84,0.00473721198628385,-6.16148475886979
983.86,0.00473323072314165,-6.17543172408226
983.88,0.0047292270539575,-6.18847747085469
983.9,0.00472520099777358,-6.20060877032704
983.92,0.0047211525737273,-6.21181279498378
983.94,0.00471708180105122,-6.22207712384328
983.96,0.00471298869907257,-6.23138974705193
983.98,0.00470887328721317,-6.23973906989689
984,0.00470473558498936,-6.24711391623723
984.02,0.00470057561201141,-6.25350353136981
984.04,0.00469639338798353,-6.25889758433552
984.06,0.00469218893270323,-6.2632861696757
984.08,0.00468796226606166,-6.26665980865739
984.1,0.00468371340804302,-6.2690094499732
984.12,0.00467944237872413,-6.2703264699371
984.14,0.00467514919827489,-6.27060267218831
984.16,0.00467083388695708,-6.26983028691738
984.18,0.00466649646512491,-6.2680019696415
984.2,0.00466213695322417,-6.26511079953451
984.22,0.00465775537179242,-6.26115027734389
984.24,0.00465335174145816,-6.2561143229037
984.26,0.00464892608294147,-6.24999727227403
984.28,0.00464447841705326,-6.24279387452142
984.3,0.00464000876469464,-6.23449928816644
984.32,0.00463551714685725,-6.22510907732244
984.34,0.00463100358462281,-6.21461920754246
984.36,0.00462646809916273,-6.20302604140842
984.38,0.00462191071173834,-6.19032633387699
984.4,0.00461733144369969,-6.17651722741356
984.42,0.0046127303164862,-6.16159624693685
984.44,0.00460810735162612,-6.14556129459989
984.46,0.00460346257073614,-6.12841064443255
984.48,0.00459879599552135,-6.11014293687214
984.5,0.00459410764777463,-6.09075717320621
984.52,0.00458939754937662,-6.07025270995418
984.54,0.00458466572229591,-6.04862925321521
984.56,0.0045799121885874,-6.02588685300293
984.58,0.00457513697039401,-6.00202589759692
984.6,0.00457034008994486,-5.97704710793454
984.62,0.00456552156955533,-5.95095153206552
984.64,0.00456068143162736,-5.92374053969737
984.66,0.00455581969864878,-5.89541581685185
984.68,0.00455093639319274,-5.865979360659
984.7,0.00454603153791821,-5.83543347430849
984.72,0.00454110515556912,-5.80378076218182
984.74,0.00453615726897436,-5.77102412518748
984.76,0.00453118790104719,-5.73716675631929
984.78,0.0045261970747855,-5.70221213645506
984.8,0.00452118481327138,-5.66616403042035
984.82,0.00451615113967016,-5.62902648332991
984.84,0.00451109607723143,-5.59080381722773
984.86,0.00450601964928736,-5.55150062803992
984.88,0.00450092187925387,-5.51112178285529
984.9,0.00449580279062943,-5.46967241755173
984.92,0.00449066240699459,-5.42715793477507
984.94,0.00448550075201247,-5.3835840022884
984.96,0.00448031784942815,-5.33895655169848
984.98,0.00447511372306834,-5.29328177757148
985,0.0044698883968412,-5.24656613694426
985.02,0.00446464189473616,-5.19881634923727
985.04,0.00445937424082334,-5.15003939658206
985.06,0.00445408545925364,-5.10024252455699
985.08,0.00444877557425801,-5.04943324334098
985.1,0.00444344461014781,-4.99761932928931
985.12,0.00443809259131455,-4.94480882692129
985.14,0.00443271954222837,-4.89101005133324
985.16,0.00442732548743922,-4.83623159102311
985.18,0.00442191045157622,-4.78048231112642
985.2,0.00441647445934711,-4.72377135706192
985.22,0.00441101753553792,-4.66610815857522
985.24,0.00440553970501271,-4.60750243417655
985.26,0.00440004099271396,-4.54796419595985
985.28,0.00439452142366158,-4.48750375479731
985.3,0.00438898102295279,-4.42613172589355
985.32,0.00438341981576203,-4.36385903468701
985.34,0.00437783782734058,-4.30069692308722
985.36,0.00437223508301559,-4.23665695602647
985.38,0.00436661160819186,-4.17175102831438
985.4,0.00436096742834908,-4.1059913717748
985.42,0.00435530256904327,-4.0393905626449
985.44,0.00434961705590566,-3.97196152921756
985.46,0.00434391091464258,-3.90371755970584
985.48,0.00433818417103581,-3.83467231030222
985.5,0.00433243685094132,-3.76483981341656
985.52,0.00432666898028936,-3.69423448606072
985.54,0.00432088058508454,-3.62287113836017
985.56,0.00431507169140543,-3.55076498215949
985.58,0.00430924232540367,-3.47793163970194
985.6,0.00430339251330449,-3.4043871523491
985.62,0.00429752228140622,-3.33014798931338
985.64,0.00429163165607945,-3.25523105637525
985.66,0.00428572066376783,-3.17965370455156
985.68,0.00427978933098688,-3.10343373869195
985.7,0.00427383768432394,-3.02658942595872
985.72,0.00426786575043809,-2.94913950417526
985.74,0.00426187355605982,-2.87110318999453
985.76,0.00425586112799023,-2.79250018686776
985.78,0.00424982849310193,-2.71335069277615
985.8,0.00424377567833772,-2.63367540768978
985.82,0.00423770271071031,-2.55349554072796
985.84,0.00423160961730284,-2.47283281698356
985.86,0.00422549642526801,-2.39170948397531
985.88,0.00421936316182769,-2.31014831770675
985.9,0.00421320985427299,-2.22817262828677
985.92,0.00420703652996424,-2.145806265088
985.94,0.00420084321632952,-2.06307362140783
985.96,0.0041946299408661,-1.97999963860282
985.98,0.00418839673113883,-1.89660980965942
986,0.0041821436147803,-1.8129301821827
986.02,0.0041758706194906,-1.72898736075897
986.04,0.00416957777303693,-1.64480850867648
986.06,0.00416326510325356,-1.56042134896455
986.08,0.0041569326380412,-1.4758541647338
986.1,0.00415058040536691,-1.39113579878362
986.12,0.00414420843326408,-1.30629565245177
986.14,0.00413781674983157,-1.22136368368827
986.16,0.00413140538323367,-1.13637040432278
986.18,0.00412497436170046,-1.05134687650404
986.2,0.00411852371352625,-0.96632470829685
986.22,0.00411205346707038,-0.881336048406356
986.24,0.00410556365075673,-0.796413580018317
986.26,0.00409905429307309,-0.711590513739195
986.28,0.00409252542257098,-0.626900579612371
986.3,0.00408597706786557,-0.542378018204107
986.32,0.00407940925763509,-0.458057570742652
986.34,0.00407282202062142,-0.373974468301125
986.36,0.00406621538562861,-0.290164420008374
986.38,0.00405958938152301,-0.206663600291713
986.4,0.00405294403723344,-0.123508635132501
986.42,0.00404627938175058,-0.0407365877366158
986.44,0.00403959544412647,0.0416150524527308
986.46,0.00403289225350711,0.123508386813
986.48,0.00402616983937309,0.204905128641278
986.5,0.00401942823193837,0.285766622645132
986.52,0.00401266746249494,0.366053865031323
986.54,0.00400588756368512,0.44572752445029
986.56,0.00399908856971475,0.524747963849137
986.58,0.0039922705165167,0.603075263257112
986.6,0.00398543344187589,0.680669243485009
986.62,0.00397857738551898,0.757489490755803
986.64,0.00397170238917989,0.833495382230784
986.66,0.00396480849664089,0.908646112433302
986.68,0.00395789575375729,0.982900720542751
986.7,0.00395096420846455,1.05621811854553
986.72,0.00394401391077653,1.12855712021252
986.74,0.00393704491277052,1.19987647088969
986.76,0.00393005726856515,1.27013487806611
986.78,0.00392305103429185,1.33929104269666
986.8,0.00391602626805907,1.40730369124983
986.82,0.00390898302991364,1.47413160845076
986.84,0.00390192138179626,1.53973367067769
986.86,0.00389484138749469,1.60406887999485
986.88,0.00388774311259431,1.66709639880931
986.9,0.00388062662442599,1.72877558583197
986.92,0.0038734919920121,1.78906603129459
986.94,0.0038663392860106,1.84792759204619
986.96,0.00385916857865814,1.90532042817477
986.98,0.00385197994371133,1.96120504004981
987,0.00384477345638819,2.01554230574962
987.02,0.00383754919330692,2.06829351978734
987.04,0.00383030723242649,2.11942043120362
987.06,0.00382304765298397,2.16888528097659
987.08,0.00381577053543272,2.21665084027324
987.1,0.00380847596138109,2.26268044884291
987.12,0.00380116401352723,2.30693805348835
987.14,0.00379383477559762,2.34938824654873
987.16,0.00378648833228198,2.38999630435357
987.18,0.00377912476917044,2.42872822560115
987.2,0.00377174417268835,2.46555076959931
987.22,0.00376434663003246,2.50043149432966
987.24,0.00375693222910588,2.5333387942745
987.26,0.00374950105845328,2.56424193796275
987.28,0.00374205320719599,2.59311110517737
987.3,0.00373458876496767,2.61991742377729
987.32,0.0037271078218477,2.64463300608103
987.34,0.00371961046829808,2.66723098476065
987.36,0.00371209679509636,2.68768554819807
987.38,0.00370456689327174,2.70597197524899
987.4,0.00369702085404032,2.72206666936984
987.42,0.00368945876873844,2.73594719205239
987.44,0.00368188072875961,2.74759229550674
987.46,0.00367428682548859,2.75698195437647
987.48,0.00366667715023699,2.76409739645924
987.5,0.00365905179417881,2.76892113460661
987.52,0.003651410848285,2.77143699668268
987.54,0.00364375440326031,2.77163015385544
987.56,0.00363608254947745,2.76948714783925
987.58,0.00362839537691375,2.76499591704972
987.6,0.00362069297508717,2.75814582162211
987.62,0.00361297543299296,2.74892766725473
987.64,0.00360524283903911,2.73733372783008
987.66,0.00359749528098487,2.72335776678199
987.68,0.00358973284587793,2.70699505716184
987.7,0.00358195561999211,2.68824240037179
987.72,0.00357416368876629,2.66709814352961
987.74,0.00356635713674403,2.64356219542745
987.76,0.00355853604751227,2.61763604105909
987.78,0.00355070050364267,2.58932275467538
987.8,0.00354285058663231,2.55862701135417
987.82,0.00353498637684556,2.52555509703964
987.84,0.0035271079534571,2.49011491704595
987.86,0.00351921539439419,2.45231600298535
987.88,0.00351130877628293,2.41216951811279
987.9,0.00350338817439178,2.36968826105951
987.92,0.00349545366257782,2.32488666794817
987.94,0.00348750531323441,2.27778081286423
987.96,0.00347954319723891,2.22838840668287
987.98,0.00347156738390175,2.17672879423232
988,0.00346357794091582,2.12282294979097
988.02,0.00345557493430903,2.06669347091141
988.04,0.00344755842839616,2.00836457056904
988.06,0.00343952848573123,1.94786206763053
988.08,0.00343148516706438,1.88521337564957
988.1,0.0034234285312958,1.82044748998907
988.12,0.00341535863543431,1.75359497327466
988.14,0.00340727553455494,1.68468793919187
988.16,0.00339917928176,1.61376003463735
988.18,0.00339106992813854,1.54084642022836
988.2,0.00338294752273075,1.46598374919788
988.22,0.00337481211249084,1.38921014468429
988.24,0.0033666637422534,1.31056517543523
988.26,0.00335850245469911,1.23008982995069
988.28,0.00335032829032502,1.14782648908834
988.3,0.00334214128741282,1.06381889715368
988.32,0.0033339414820014,0.978112131505449
988.34,0.00332572890785947,0.89075257070967
988.36,0.00331750359646078,0.80178786126356
988.38,0.00330926557696017,0.711266882937489
988.4,0.00330101487617164,0.619239712759371
